
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[01:24:01.970 --> 01:24:02.210]   just
[01:24:02.210 --> 01:24:02.450]   like
[01:24:02.450 --> 01:24:02.570]   he
[01:24:02.570 --> 01:24:02.680]  's
[01:24:02.680 --> 01:24:02.740]   a
[01:24:02.740 --> 01:24:03.210]   comedian
[01:24:03.210 --> 01:24:03.330]   he
[01:24:03.330 --> 01:24:03.440]  's
[01:24:03.440 --> 01:24:03.560]   a
[01:24:03.560 --> 01:24:03.770]   comedian
[01:24:03.770 --> 01:24:03.880]   okay
[01:24:03.880 --> 01:24:03.960]   he
[01:24:03.960 --> 01:24:04.160]   did
[01:24:04.160 --> 01:24:04.360]   the
[01:24:04.360 --> 01:24:04.570]   man
[01:24:04.570 --> 01:24:04.820]   show
[01:24:04.820 --> 01:24:05.080]   with
[01:24:05.080 --> 01:24:05.260]   oh
[01:24:05.260 --> 01:24:05.470]   yeah
[01:24:05.470 --> 01:24:05.730]   with
[01:24:05.730 --> 01:24:05.960]   the
[01:24:05.960 --> 01:24:06.130]   guy
[01:24:06.130 --> 01:24:06.430]   from
[01:24:06.430 --> 01:24:06.520]   the
[01:24:06.520 --> 01:24:07.240]   night
[01:24:07.240 --> 01:24:07.240]   show
[01:24:07.240 --> 01:24:07.580]   what
[01:24:07.580 --> 01:24:07.750]  's
[01:24:07.750 --> 01:24:07.920]   uh
[01:24:07.920 --> 01:24:08.260]   what
[01:24:08.260 --> 01:24:08.420]  's
[01:24:08.420 --> 01:24:08.680]   his
[01:24:08.680 --> 01:24:08.860]   name
[01:24:08.860 --> 01:24:09.530]   um
[01:24:09.530 --> 01:24:09.580]   like
[01:24:09.580 --> 01:24:09.780]   and
[01:24:09.780 --> 01:24:10.120]   what
[01:24:10.120 --> 01:24:10.290]  's
[01:24:10.290 --> 01:24:10.760]   that
[01:24:10.760 --> 01:24:10.920]   guy
[01:24:10.920 --> 01:24:11.910]   there
[01:24:11.910 --> 01:24:12.000]  's
[01:24:12.000 --> 01:24:12.180]   do
[01:24:12.180 --> 01:24:13.030]   you
[01:24:13.030 --> 01:24:13.360]   watch
[01:24:13.360 --> 01:24:13.600]   tv
[01:24:13.600 --> 01:24:14.910]   sometimes
[01:24:14.910 --> 01:24:15.400]   kim
[01:24:15.400 --> 01:24:15.880]  mel
[01:24:15.880 --> 01:24:16.230]   he
[01:24:16.230 --> 01:24:16.760]   was
[01:24:16.760 --> 01:24:16.810]   j
[01:24:16.810 --> 01:24:16.910]  im
[01:24:16.910 --> 01:24:17.010]  my
[01:24:17.010 --> 01:24:17.200]   kim
[01:24:17.200 --> 01:24:17.320]  mel
[01:24:17.320 --> 01:24:17.480]   he
[01:24:17.480 --> 01:24:17.560]   and
[01:24:17.560 --> 01:24:17.630]   j
[01:24:17.630 --> 01:24:17.810]  im
[01:24:17.810 --> 01:24:17.980]  my
[01:24:17.980 --> 01:24:18.240]   kim
[01:24:18.240 --> 01:24:18.500]  mel
[01:24:18.500 --> 01:24:18.760]   did
[01:24:18.760 --> 01:24:19.020]   the
[01:24:19.020 --> 01:24:19.470]   man
[01:24:19.470 --> 01:24:19.630]   show
[01:24:19.630 --> 01:24:19.890]   and
[01:24:19.890 --> 01:24:20.060]   uh
[01:24:20.060 --> 01:24:20.220]   he
[01:24:20.220 --> 01:24:20.450]   he
[01:24:20.450 --> 01:24:20.670]   was
[01:24:20.670 --> 01:24:20.830]   in
[01:24:20.830 --> 01:24:21.000]   lo
[01:24:21.000 --> 01:24:21.260]  vel
[01:24:21.260 --> 01:24:21.550]  ine
[01:24:21.550 --> 01:24:21.780]   for
[01:24:21.780 --> 01:24:22.280]   like
[01:24:22.280 --> 01:24:22.550]   eight
[01:24:22.550 --> 01:24:22.660]   or
[01:24:22.660 --> 01:24:22.820]   ten
[01:24:22.820 --> 01:24:23.090]   years
[01:24:23.090 --> 01:24:23.410]   with
[01:24:23.410 --> 01:24:23.420]   dr
[01:24:23.420 --> 01:24:23.640]   drew
[01:24:23.640 --> 01:24:23.800]   you
[01:24:23.800 --> 01:24:24.000]  've
[01:24:24.000 --> 01:24:24.230]   heard
[01:24:24.230 --> 01:24:24.380]   dr
[01:24:24.380 --> 01:24:24.600]   drew
[01:24:24.600 --> 01:24:24.650]   do
[01:24:24.650 --> 01:24:24.720]   you
[01:24:24.720 --> 01:24:24.840]   know
[01:24:24.840 --> 01:24:24.920]   he
[01:24:24.920 --> 01:24:25.080]   is
[01:24:25.080 --> 01:24:25.240]   i
[01:24:25.240 --> 01:24:25.240]  've
[01:24:25.240 --> 01:24:25.240]  
[01:24:25.240 --> 01:24:25.430]   heard
[01:24:25.430 --> 01:24:25.510]   of
[01:24:25.510 --> 01:24:25.630]   him
[01:24:25.630 --> 01:24:25.860]   either
[01:24:25.860 --> 01:24:26.030]   like
[01:24:26.030 --> 01:24:26.370]   celebrity
[01:24:26.370 --> 01:24:26.550]   rehab
[01:24:26.550 --> 01:24:26.680]   and
[01:24:26.680 --> 01:24:26.800]   all
[01:24:26.800 --> 01:24:27.000]   that
[01:24:27.000 --> 01:24:27.370]   kind
[01:24:27.370 --> 01:24:27.560]   of
[01:24:27.560 --> 01:24:28.040]   stuff
[01:24:28.040 --> 01:24:28.380]   yeah
[01:24:28.380 --> 01:24:28.840]   yeah
[01:24:28.840 --> 01:24:28.890]   so
[01:24:28.890 --> 01:24:29.100]   uh
[01:24:29.100 --> 01:24:29.570]   anyway
[01:24:29.570 --> 01:24:29.740]   he
[01:24:29.740 --> 01:24:30.160]   makes
[01:24:30.160 --> 01:24:30.330]   um
[01:24:30.330 --> 01:24:30.670]   adam
[01:24:30.670 --> 01:24:30.920]   car
[01:24:30.920 --> 01:24:31.250]  olla
[01:24:31.250 --> 01:24:31.720]   makes
[01:24:31.720 --> 01:24:31.920]   some
[01:24:31.920 --> 01:24:32.120]   good
[01:24:32.120 --> 01:24:32.220]   oh
[01:24:32.220 --> 01:24:32.500]   talk
[01:24:32.500 --> 01:24:32.670]   about
[01:24:32.670 --> 01:24:32.770]   tv
[01:24:32.770 --> 01:24:33.020]   there
[01:24:33.020 --> 01:24:33.120]  's
[01:24:33.120 --> 01:24:33.170]   a
[01:24:33.170 --> 01:24:33.390]   show
[01:24:33.390 --> 01:24:33.410]   i
[01:24:33.410 --> 01:24:33.720]   wanted
[01:24:33.720 --> 01:24:33.820]   to
[01:24:33.820 --> 01:24:34.020]   tell
[01:24:34.020 --> 01:24:34.190]   you
[01:24:34.190 --> 01:24:34.420]   about
[01:24:34.420 --> 01:24:34.700]   that
[01:24:34.700 --> 01:24:34.840]   we
[01:24:34.840 --> 01:24:34.840]  've
[01:24:34.840 --> 01:24:35.230]   started
[01:24:35.230 --> 01:24:35.680]   watching
[01:24:35.680 --> 01:24:36.130]   recently
[01:24:36.130 --> 01:24:36.240]   um
[01:24:36.240 --> 01:24:36.460]   this
[01:24:36.460 --> 01:24:36.570]   is
[01:24:36.570 --> 01:24:36.620]   a
[01:24:36.620 --> 01:24:36.790]   dot
[01:24:36.790 --> 01:24:36.960]  een
[01:24:36.960 --> 01:24:37.270]   drama
[01:24:37.270 --> 01:24:37.800]   justified
[01:24:37.800 --> 01:24:38.280]   justified
[01:24:38.280 --> 01:24:38.550]   have
[01:24:38.550 --> 01:24:38.730]   you
[01:24:38.730 --> 01:24:39.020]   seen
[01:24:39.020 --> 01:24:39.250]   that
[01:24:39.250 --> 01:24:39.510]   just
[01:24:39.510 --> 01:24:39.700]  ifi
[01:24:39.700 --> 01:24:39.960]  ed
[01:24:39.960 --> 01:24:39.960]   no
[01:24:39.960 --> 01:24:40.170]   i
[01:24:40.170 --> 01:24:40.350]   think
[01:24:40.350 --> 01:24:40.540]   you
[01:24:40.540 --> 01:24:40.870]   might
[01:24:40.870 --> 01:24:41.160]   like
[01:24:41.160 --> 01:24:41.480]   it
[01:24:41.480 --> 01:24:41.560]   yeah
[01:24:41.560 --> 01:24:41.720]   what
[01:24:41.720 --> 01:24:41.800]  's
[01:24:41.800 --> 01:24:41.900]   it
[01:24:41.900 --> 01:24:42.160]   about
[01:24:42.160 --> 01:24:42.260]   it
[01:24:42.260 --> 01:24:42.360]  's
[01:24:42.360 --> 01:24:42.490]   it
[01:24:42.490 --> 01:24:42.560]  's
[01:24:42.560 --> 01:24:42.720]   tim
[01:24:42.720 --> 01:24:42.930]  othy
[01:24:42.930 --> 01:24:43.030]   ol
[01:24:43.030 --> 01:24:43.250]  iph
[01:24:43.250 --> 01:24:43.330]  ant
[01:24:43.330 --> 01:24:43.490]   and
[01:24:43.490 --> 01:24:44.040]   basically
[01:24:44.040 --> 01:24:44.250]   he
[01:24:44.250 --> 01:24:44.380]  's
[01:24:44.380 --> 01:24:44.710]   like
[01:24:44.710 --> 01:24:44.800]   a
[01:24:44.800 --> 01:24:45.310]   modern
[01:24:45.310 --> 01:24:45.380]   day
[01:24:45.380 --> 01:24:45.980]   gun
[01:24:45.980 --> 01:24:46.010]   sl
[01:24:46.010 --> 01:24:46.400]  inger
[01:24:46.400 --> 01:24:46.810]   kind
[01:24:46.810 --> 01:24:46.910]   of
[01:24:46.910 --> 01:24:47.400]   thing
[01:24:47.400 --> 01:24:47.630]   but
[01:24:47.630 --> 01:24:48.140]   basically
[01:24:48.140 --> 01:24:48.260]   he
[01:24:48.260 --> 01:24:48.410]  's
[01:24:48.410 --> 01:24:48.500]   he
[01:24:48.500 --> 01:24:48.620]  's
[01:24:48.620 --> 01:24:48.870]   kind
[01:24:48.870 --> 01:24:48.980]   of
[01:24:48.980 --> 01:24:49.380]   always
[01:24:49.380 --> 01:24:49.480]   in
[01:24:49.480 --> 01:24:49.660]   the
[01:24:49.660 --> 01:24:50.220]   situation
[01:24:50.220 --> 01:24:50.340]   he
[01:24:50.340 --> 01:24:50.460]  's
[01:24:50.460 --> 01:24:51.090]   saying
[01:24:51.090 --> 01:24:51.160]   look
[01:24:51.160 --> 01:24:51.310]   you
[01:24:51.310 --> 01:24:51.700]   probably
[01:24:51.700 --> 01:24:52.070]   shouldn
[01:24:52.070 --> 01:24:52.180]  't
[01:24:52.180 --> 01:24:52.410]   touch
[01:24:52.410 --> 01:24:52.460]   a
[01:24:52.460 --> 01:24:52.610]   gun
[01:24:52.610 --> 01:24:52.960]   because
[01:24:52.960 --> 01:24:53.110]   you
[01:24:53.110 --> 01:24:53.330]   know
[01:24:53.330 --> 01:24:53.410]   if
[01:24:53.410 --> 01:24:53.560]   you
[01:24:53.560 --> 01:24:53.810]   reach
[01:24:53.810 --> 01:24:53.960]   for
[01:24:53.960 --> 01:24:54.200]   your
[01:24:54.200 --> 01:24:54.200]  
[01:24:54.200 --> 01:24:54.350]   gun
[01:24:54.350 --> 01:24:54.500]   you
[01:24:54.500 --> 01:24:54.650]  're
[01:24:54.650 --> 01:24:54.900]   going
[01:24:54.900 --> 01:24:55.000]   to
[01:24:55.000 --> 01:24:55.100]   be
[01:24:55.100 --> 01:24:55.420]   dead
[01:24:55.420 --> 01:24:55.550]   right
[01:24:55.550 --> 01:24:55.850]   anyway
[01:24:55.850 --> 01:24:55.950]   it
[01:24:55.950 --> 01:24:56.050]  's
[01:24:56.050 --> 01:24:56.250]   just
[01:24:56.250 --> 01:24:56.450]   done
[01:24:56.450 --> 01:24:56.750]   really
[01:24:56.750 --> 01:24:57.000]   well
[01:24:57.000 --> 01:24:57.160]   so
[01:24:57.160 --> 01:24:57.300]   it
[01:24:57.300 --> 01:24:57.440]  's
[01:24:57.440 --> 01:24:57.730]   kind
[01:24:57.730 --> 01:24:58.160]   of
[01:24:58.160 --> 01:24:58.220]   like
[01:24:58.220 --> 01:24:58.300]   cl
[01:24:58.300 --> 01:24:58.510]  int
[01:24:58.510 --> 01:24:58.800]   east
[01:24:58.800 --> 01:24:59.090]  wood
[01:24:59.090 --> 01:24:59.230]   is
[01:24:59.230 --> 01:24:59.300]  h
[01:24:59.300 --> 01:24:59.800]   yeah
[01:24:59.800 --> 01:24:59.850]   but
[01:24:59.850 --> 01:24:59.950]   in
[01:24:59.950 --> 01:25:00.140]   one
[01:25:00.140 --> 01:25:00.440]   day
[01:25:00.440 --> 01:25:00.520]   and
[01:25:00.520 --> 01:25:00.680]   it
[01:25:00.680 --> 01:25:00.840]  's
[01:25:00.840 --> 01:25:00.920]   it
[01:25:00.920 --> 01:25:01.000]  's
[01:25:01.000 --> 01:25:01.080]   a
[01:25:01.080 --> 01:25:01.240]   good
[01:25:01.240 --> 01:25:01.470]   good
[01:25:01.470 --> 01:25:01.670]   story
[01:25:01.670 --> 01:25:01.860]   line
[01:25:01.860 --> 01:25:02.050]   good
[01:25:02.050 --> 01:25:02.240]   yeah
[01:25:02.240 --> 01:25:02.370]   it
[01:25:02.370 --> 01:25:02.420]  's
[01:25:02.420 --> 01:25:03.000]   interesting
[01:25:03.000 --> 01:25:03.010]   i
[01:25:03.010 --> 01:25:03.080]   think
[01:25:03.080 --> 01:25:03.160]   there
[01:25:03.160 --> 01:25:03.320]   are
[01:25:03.320 --> 01:25:03.480]   some
[01:25:03.480 --> 01:25:03.720]   good
[01:25:03.720 --> 01:25:03.970]   shows
[01:25:03.970 --> 01:25:04.070]   on
[01:25:04.070 --> 01:25:04.320]   there
[01:25:04.320 --> 01:25:04.370]   i
[01:25:04.370 --> 01:25:04.570]   mean
[01:25:04.570 --> 01:25:04.670]   it
[01:25:04.670 --> 01:25:04.770]  's
[01:25:04.770 --> 01:25:04.970]   like
[01:25:04.970 --> 01:25:05.170]   what
[01:25:05.170 --> 01:25:05.420]   board
[01:25:05.420 --> 01:25:05.640]  walk
[01:25:05.640 --> 01:25:05.840]   who
[01:25:05.840 --> 01:25:05.880]   you
[01:25:05.880 --> 01:25:06.020]   what
[01:25:06.020 --> 01:25:06.090]   is
[01:25:06.090 --> 01:25:06.200]   the
[01:25:06.200 --> 01:25:06.310]   one
[01:25:06.310 --> 01:25:06.440]   you
[01:25:06.440 --> 01:25:06.660]   want
[01:25:06.660 --> 01:25:06.770]   oh
[01:25:06.770 --> 01:25:07.050]   board
[01:25:07.050 --> 01:25:07.290]  walk
[01:25:07.290 --> 01:25:07.610]   empire
[01:25:07.610 --> 01:25:07.720]   is
[01:25:07.720 --> 01:25:07.940]   very
[01:25:07.940 --> 01:25:08.240]   good
[01:25:08.240 --> 01:25:08.650]   right
[01:25:08.650 --> 01:25:08.760]   yeah
[01:25:08.760 --> 01:25:08.840]   if
[01:25:08.840 --> 01:25:08.960]   you
[01:25:08.960 --> 01:25:09.150]   watch
[01:25:09.150 --> 01:25:09.310]   that
[01:25:09.310 --> 01:25:09.480]   from
[01:25:09.480 --> 01:25:10.110]   beginning
[01:25:10.110 --> 01:25:10.250]   that
[01:25:10.250 --> 01:25:10.400]  's
[01:25:10.400 --> 01:25:10.710]   really
[01:25:10.710 --> 01:25:11.060]   really
[01:25:11.060 --> 01:25:11.310]   good
[01:25:11.310 --> 01:25:11.540]   that
[01:25:11.540 --> 01:25:11.680]  's
[01:25:11.680 --> 01:25:11.710]   h
[01:25:11.710 --> 01:25:11.880]  bo
[01:25:11.880 --> 01:25:12.070]   though
[01:25:12.070 --> 01:25:12.120]   i
[01:25:12.120 --> 01:25:12.260]   don
[01:25:12.260 --> 01:25:12.280]  't
[01:25:12.280 --> 01:25:12.340]   do
[01:25:12.340 --> 01:25:12.490]   you
[01:25:12.490 --> 01:25:12.600]   have
[01:25:12.600 --> 01:25:12.700]   h
[01:25:12.700 --> 01:25:12.890]  bo
[01:25:12.890 --> 01:25:13.180]   uh
[01:25:13.180 --> 01:25:13.180]   i
[01:25:13.180 --> 01:25:13.470]   can
[01:25:13.470 --> 01:25:14.240]  't
[01:25:14.240 --> 01:25:14.450]   remember
[01:25:14.450 --> 01:25:14.550]   i
[01:25:14.550 --> 01:25:15.040]   think
[01:25:15.040 --> 01:25:15.230]   we
[01:25:15.230 --> 01:25:15.880]   signed
[01:25:15.880 --> 01:25:15.960]   i
[01:25:15.960 --> 01:25:16.110]   don
[01:25:16.110 --> 01:25:16.210]  't
[01:25:16.210 --> 01:25:16.460]   know
[01:25:16.460 --> 01:25:16.510]   if
[01:25:16.510 --> 01:25:16.610]   we
[01:25:16.610 --> 01:25:17.020]   upgraded
[01:25:17.020 --> 01:25:17.140]   to
[01:25:17.140 --> 01:25:17.320]   that
[01:25:17.320 --> 01:25:17.420]   or
[01:25:17.420 --> 01:25:17.640]   not
[01:25:17.640 --> 01:25:17.960]   yeah
[01:25:17.960 --> 01:25:18.120]   yeah
[01:25:18.120 --> 01:25:18.200]   well
[01:25:18.200 --> 01:25:18.600]   then
[01:25:18.600 --> 01:25:18.760]   if
[01:25:18.760 --> 01:25:18.920]   you
[01:25:18.920 --> 01:25:19.060]   if
[01:25:19.060 --> 01:25:19.160]   you
[01:25:19.160 --> 01:25:19.400]   did
[01:25:19.400 --> 01:25:19.900]   upgrade
[01:25:19.900 --> 01:25:20.040]   to
[01:25:20.040 --> 01:25:20.330]   that
[01:25:20.330 --> 01:25:20.640]   then
[01:25:20.640 --> 01:25:20.830]   you
[01:25:20.830 --> 01:25:21.040]  'll
[01:25:21.040 --> 01:25:21.400]   have
[01:25:21.400 --> 01:25:21.540]   h
[01:25:21.540 --> 01:25:21.540]  bo
[01:25:21.540 --> 01:25:21.940]   go
[01:25:21.940 --> 01:25:21.960]   which
[01:25:21.960 --> 01:25:22.030]   is
[01:25:22.030 --> 01:25:22.280]   really
[01:25:22.280 --> 01:25:22.540]   really
[01:25:22.540 --> 01:25:22.760]   great
[01:25:22.760 --> 01:25:22.890]   way
[01:25:22.890 --> 01:25:23.000]   to
[01:25:23.000 --> 01:25:23.060]  
[01:25:23.060 --> 01:25:23.290]   watch
[01:25:23.290 --> 01:25:23.400]   it
[01:25:23.400 --> 01:25:23.810]   because
[01:25:23.810 --> 01:25:24.050]   you
[01:25:24.050 --> 01:25:24.150]   can
[01:25:24.150 --> 01:25:24.310]   get
[01:25:24.310 --> 01:25:24.430]   it
[01:25:24.430 --> 01:25:24.550]   on
[01:25:24.550 --> 01:25:24.880]   your
[01:25:24.880 --> 01:25:24.880]   ip
[01:25:24.880 --> 01:25:25.080]  ad
[01:25:25.080 --> 01:25:25.300]   and
[01:25:25.300 --> 01:25:25.340]   you
[01:25:25.340 --> 01:25:25.480]   can
[01:25:25.480 --> 01:25:25.720]   watch
[01:25:25.720 --> 01:25:25.800]   the
[01:25:25.800 --> 01:25:26.040]   whole
[01:25:26.040 --> 01:25:26.280]   series
[01:25:26.280 --> 01:25:26.390]   of
[01:25:26.390 --> 01:25:26.670]   board
[01:25:26.670 --> 01:25:26.890]  walk
[01:25:26.890 --> 01:25:27.300]   empire
[01:25:27.300 --> 01:25:27.400]   yes
[01:25:27.400 --> 01:25:27.570]   you
[01:25:27.570 --> 01:25:27.790]   will
[01:25:27.790 --> 01:25:27.900]   be
[01:25:27.900 --> 01:25:28.440]   impressed
[01:25:28.440 --> 01:25:28.600]   okay
[01:25:28.600 --> 01:25:28.740]   how
[01:25:28.740 --> 01:25:28.840]  's
[01:25:28.840 --> 01:25:28.920]   the
[01:25:28.920 --> 01:25:29.240]   sizing
[01:25:29.240 --> 01:25:29.650]   tv
[01:25:29.650 --> 01:25:29.800]   while
[01:25:29.800 --> 01:25:32.840]   watching
[01:25:32.840 --> 01:25:32.890]   on
[01:25:32.890 --> 01:25:32.970]   the
[01:25:32.970 --> 01:25:33.020]   ip
[01:25:33.020 --> 01:25:33.070]  ad
[01:25:33.070 --> 01:25:33.090]   i
[01:25:33.090 --> 01:25:33.200]   know
[01:25:33.200 --> 01:25:33.220]   i
[01:25:33.220 --> 01:25:33.380]   watch
[01:25:33.380 --> 01:25:33.440]   for
[01:25:33.440 --> 01:25:33.520]   the
[01:25:33.520 --> 01:25:33.730]   kids
[01:25:33.730 --> 01:25:33.960]   right
[01:25:33.960 --> 01:25:34.120]   like
[01:25:34.120 --> 01:25:34.280]   i
[01:25:34.280 --> 01:25:34.500]   don
[01:25:34.500 --> 01:25:34.630]  't
[01:25:34.630 --> 01:25:34.930]   well
[01:25:34.930 --> 01:25:35.220]   they
[01:25:35.220 --> 01:25:35.440]   can
[01:25:35.440 --> 01:25:35.760]   be
[01:25:35.760 --> 01:25:35.910]   what
[01:25:35.910 --> 01:25:36.160]   they
[01:25:36.160 --> 01:25:36.380]   can
[01:25:36.380 --> 01:25:36.600]   be
[01:25:36.600 --> 01:25:36.950]   watching
[01:25:36.950 --> 01:25:37.170]   their
[01:25:37.170 --> 01:25:37.390]   thing
[01:25:37.390 --> 01:25:37.520]   and
[01:25:37.520 --> 01:25:37.680]   then
[01:25:37.680 --> 01:25:37.820]   you
[01:25:37.820 --> 01:25:37.950]   can
[01:25:37.950 --> 01:25:38.120]   also
[01:25:38.120 --> 01:25:38.190]   be
[01:25:38.190 --> 01:25:38.600]   watching
[01:25:38.600 --> 01:25:38.760]   i
[01:25:38.760 --> 01:25:38.910]   only
[01:25:38.910 --> 01:25:39.310]   watch
[01:25:39.310 --> 01:25:39.420]   h
[01:25:39.420 --> 01:25:39.800]  bo
[01:25:39.800 --> 01:25:39.960]   has
[01:25:39.960 --> 01:25:40.580]   great
[01:25:40.580 --> 01:25:41.960]   programming
[01:25:41.960 --> 01:25:42.080]   i
[01:25:42.080 --> 01:25:42.360]   only
[01:25:42.360 --> 01:25:43.200]   watch
[01:25:43.200 --> 01:25:43.600]   tv
[01:25:43.600 --> 01:25:43.790]   late
[01:25:43.790 --> 01:25:43.950]   at
[01:25:43.950 --> 01:25:44.130]   night
[01:25:44.130 --> 01:25:44.570]   i
[01:25:44.570 --> 01:25:44.610]   don
[01:25:44.610 --> 01:25:44.680]  't
[01:25:44.680 --> 01:25:45.420]   watch
[01:25:45.420 --> 01:25:45.720]   tv
[01:25:45.720 --> 01:25:46.140]   during
[01:25:46.140 --> 01:25:46.350]   the
[01:25:46.350 --> 01:25:46.560]   day
[01:25:46.560 --> 01:25:46.700]   or
[01:25:46.700 --> 01:25:46.970]   when
[01:25:46.970 --> 01:25:47.190]   the
[01:25:47.190 --> 01:25:47.470]   kids
[01:25:47.470 --> 01:25:47.680]   are
[01:25:47.680 --> 01:25:48.030]   awake
[01:25:48.030 --> 01:25:48.170]   so
[01:25:48.170 --> 01:25:48.440]   i
[01:25:48.440 --> 01:25:48.480]   i
[01:25:48.480 --> 01:25:48.760]   probably
[01:25:48.760 --> 01:25:49.480]   tv
[01:25:49.480 --> 01:25:49.600]  
[01:25:49.600 --> 01:25:49.620]   9
[01:25:49.620 --> 01:25:49.900]   30
[01:25:49.900 --> 01:25:49.990]   to
[01:25:49.990 --> 01:25:50.220]   like
[01:25:50.220 --> 01:25:50.450]   11
[01:25:50.450 --> 01:25:50.750]   30
[01:25:50.750 --> 01:25:50.770]   i
[01:25:50.770 --> 01:25:51.000]   might
[01:25:51.000 --> 01:25:51.180]   have
[01:25:51.180 --> 01:25:51.270]   it
[01:25:51.270 --> 01:25:51.360]   on
[01:25:51.360 --> 01:25:51.540]   most
[01:25:51.540 --> 01:25:51.720]   time
[01:25:51.720 --> 01:25:51.810]   it
[01:25:51.810 --> 01:25:51.900]  's
[01:25:51.900 --> 01:25:52.080]   like
[01:25:52.080 --> 01:25:52.580]   background
[01:25:52.580 --> 01:25:52.840]   like
[01:25:52.840 --> 01:25:52.880]   i
[01:25:52.880 --> 01:25:52.920]  'm
[01:25:52.920 --> 01:25:53.350]   reading
[01:25:53.350 --> 01:25:53.470]   so
[01:25:53.470 --> 01:25:53.710]   yeah
[01:25:53.710 --> 01:25:54.190]   well
[01:25:54.190 --> 01:25:54.250]   with
[01:25:54.250 --> 01:25:54.250]   h
[01:25:54.250 --> 01:25:54.370]  bo
[01:25:54.370 --> 01:25:54.550]   you
[01:25:54.550 --> 01:25:54.860]   would
[01:25:54.860 --> 01:25:55.160]   have
[01:25:55.160 --> 01:25:55.480]   access
[01:25:55.480 --> 01:25:55.640]   to
[01:25:55.640 --> 01:25:55.880]   true
[01:25:55.880 --> 01:25:56.280]   blood
[01:25:56.280 --> 01:25:56.440]   that
[01:25:56.440 --> 01:25:56.450]  's
[01:25:56.450 --> 01:25:56.680]   very
[01:25:56.680 --> 01:25:57.010]   good
[01:25:57.010 --> 01:25:57.340]   shit
[01:25:57.340 --> 01:25:57.670]   true
[01:25:57.670 --> 01:25:58.080]   blood
[01:25:58.080 --> 01:25:58.570]   yeah
[01:25:58.570 --> 01:25:58.740]   wait
[01:25:58.740 --> 01:25:59.230]   that
[01:25:59.230 --> 01:25:59.320]  's
[01:25:59.320 --> 01:25:59.410]   a
[01:25:59.410 --> 01:25:59.720]   teen
[01:25:59.720 --> 01:26:00.200]   drama
[01:26:00.200 --> 01:26:00.360]   no
[01:26:00.360 --> 01:26:00.680]   no
[01:26:00.680 --> 01:26:00.890]   true
[01:26:00.890 --> 01:26:01.080]   blood
[01:26:01.080 --> 01:26:01.180]   isn
[01:26:01.180 --> 01:26:01.250]  't
[01:26:01.250 --> 01:26:01.320]   so
[01:26:01.320 --> 01:26:01.420]   you
[01:26:01.420 --> 01:26:01.560]   must
[01:26:01.560 --> 01:26:01.660]   be
[01:26:01.660 --> 01:26:01.870]   looking
[01:26:01.870 --> 01:26:02.160]   forward
[01:26:02.160 --> 01:26:02.180]   to
[01:26:02.180 --> 01:26:02.550]   beautiful
[01:26:02.550 --> 01:26:03.280]   creatures
[01:26:03.280 --> 01:26:03.760]   h
[01:26:03.760 --> 01:26:04.070]   h
[01:26:04.070 --> 01:26:04.520]  bo
[01:26:04.520 --> 01:26:04.680]   is
[01:26:04.680 --> 01:26:05.180]   not
[01:26:05.180 --> 01:26:05.360]   doesn
[01:26:05.360 --> 01:26:05.400]  't
[01:26:05.400 --> 01:26:05.670]   really
[01:26:05.670 --> 01:26:05.900]   have
[01:26:05.900 --> 01:26:06.040]   teen
[01:26:06.040 --> 01:26:06.300]   dramas
[01:26:06.300 --> 01:26:06.390]   in
[01:26:06.390 --> 01:26:06.570]   that
[01:26:06.570 --> 01:26:06.750]   same
[01:26:06.750 --> 01:26:06.920]   way
[01:26:06.920 --> 01:26:07.120]   are
[01:26:07.120 --> 01:26:07.200]   you
[01:26:07.200 --> 01:26:07.550]   looking
[01:26:07.550 --> 01:26:07.850]   forward
[01:26:07.850 --> 01:26:08.150]   to
[01:26:08.150 --> 01:26:08.280]   beautiful
[01:26:08.280 --> 01:26:09.110]   creatures
[01:26:09.110 --> 01:26:09.140]   uh
[01:26:09.140 --> 01:26:09.180]   i
[01:26:09.180 --> 01:26:09.400]   don
[01:26:09.400 --> 01:26:09.550]  't
[01:26:09.550 --> 01:26:09.850]   know
[01:26:09.850 --> 01:26:10.300]   that
[01:26:10.300 --> 01:26:10.300]  's
[01:26:10.300 --> 01:26:10.640]   a
[01:26:10.640 --> 01:26:10.770]   movie
[01:26:10.770 --> 01:26:10.810]   i
[01:26:10.810 --> 01:26:11.240]   think
[01:26:11.240 --> 01:26:11.620]   that
[01:26:11.620 --> 01:26:11.790]  's
[01:26:11.790 --> 01:26:12.160]   kind
[01:26:12.160 --> 01:26:12.340]   of
[01:26:12.340 --> 01:26:12.430]   a
[01:26:12.430 --> 01:26:13.070]   similar
[01:26:13.070 --> 01:26:13.750]   like
[01:26:13.750 --> 01:26:13.810]   teen
[01:26:13.810 --> 01:26:14.920]   paranormal
[01:26:14.920 --> 01:26:15.960]   vampire
[01:26:15.960 --> 01:26:15.980]   i
[01:26:15.980 --> 01:26:16.000]   don
[01:26:16.000 --> 01:26:16.020]  't
[01:26:16.020 --> 01:26:16.060]   know
[01:26:16.060 --> 01:26:16.120]   well
[01:26:16.120 --> 01:26:16.150]  
[01:26:16.150 --> 01:26:16.460]   never
