
[00:00:00.000 --> 00:00:00.800]  
[00:00:00.800 --> 00:00:00.880]   Jo
[01:16:32.030 --> 01:16:32.290]   sort
[01:16:32.290 --> 01:16:32.420]   of
[01:16:32.420 --> 01:16:32.480]   I
[01:16:32.480 --> 01:16:32.750]   just
[01:16:32.750 --> 01:16:33.290]   feel
[01:16:33.290 --> 01:16:33.340]   like
[01:16:33.340 --> 01:16:33.420]   it
[01:16:33.420 --> 01:16:33.550]  's
[01:16:33.550 --> 01:16:34.540]   kinda
[01:16:34.540 --> 01:16:34.600]   um
[01:16:34.600 --> 01:16:34.940]   not
[01:16:34.940 --> 01:16:35.590]   not
[01:16:35.590 --> 01:16:35.800]   quite
[01:16:35.800 --> 01:16:36.190]   here
[01:16:36.190 --> 01:16:37.300]  . [SPEAKER_TURN]
[01:16:37.300 --> 01:16:37.380]   Okay
[01:16:37.380 --> 01:16:37.420]   go
[01:16:37.420 --> 01:16:37.460]   on
[01:16:37.460 --> 01:16:37.520]  .
[01:16:37.520 --> 01:16:37.560]   So
[01:16:37.560 --> 01:16:37.640]   what
[01:16:37.640 --> 01:16:37.720]   else
[01:16:37.720 --> 01:16:37.780]   you
[01:16:37.780 --> 01:16:37.840]   got
[01:16:37.840 --> 01:16:37.880]   in
[01:16:37.880 --> 01:16:37.960]   mind
[01:16:37.960 --> 01:16:38.240]  ? [SPEAKER_TURN]
[01:16:38.720 --> 01:16:38.790]  
[01:16:38.790 --> 01:16:38.880]   Um
[01:16:38.880 --> 01:16:39.020]   the
[01:16:39.020 --> 01:16:39.230]   other
[01:16:39.230 --> 01:16:39.610]   thing
[01:16:39.610 --> 01:16:39.830]   let
[01:16:39.830 --> 01:16:39.920]  's
[01:16:39.920 --> 01:16:40.100]   see
[01:16:40.100 --> 01:16:40.340]   what
[01:16:40.340 --> 01:16:40.460]   oh
[01:16:40.460 --> 01:16:40.650]   you
[01:16:40.650 --> 01:16:40.820]  're
[01:16:40.820 --> 01:16:41.190]   trying
[01:16:41.190 --> 01:16:41.310]   to
[01:16:41.310 --> 01:16:41.680]   figure
[01:16:41.680 --> 01:16:41.730]   I
[01:16:41.730 --> 01:16:41.780]   I
[01:16:41.780 --> 01:16:42.180]   uh
[01:16:42.180 --> 01:16:42.410]   remember
[01:16:42.410 --> 01:16:42.650]   they
[01:16:42.650 --> 01:16:42.770]   uh
[01:16:42.770 --> 01:16:43.010]   they
[01:16:43.010 --> 01:16:43.070]   g
[01:16:43.070 --> 01:16:43.250]   the
[01:16:43.250 --> 01:16:43.790]   glowing
[01:16:43.790 --> 01:16:43.980]   plant
[01:16:43.980 --> 01:16:44.220]   they
[01:16:44.220 --> 01:16:44.400]   had
[01:16:44.400 --> 01:16:44.460]   a
[01:16:44.460 --> 01:16:44.700]   kick
[01:16:44.700 --> 01:16:44.760]  -
[01:16:44.760 --> 01:16:45.240]  starter
[01:16:45.240 --> 01:16:45.370]   for
[01:16:45.370 --> 01:16:45.620]   like
[01:16:45.620 --> 01:16:45.930]   they
[01:16:45.930 --> 01:16:46.090]   they
[01:16:46.090 --> 01:16:46.330]   were
[01:16:46.330 --> 01:16:46.630]   gonna
[01:16:46.630 --> 01:16:46.910]   take
[01:16:46.910 --> 01:16:47.110]   they
[01:16:47.110 --> 01:16:47.400]   wanna
[01:16:47.400 --> 01:16:47.410]   they
[01:16:47.410 --> 01:16:48.000]   were
[01:16:48.000 --> 01:16:48.190]   gonna
[01:16:48.190 --> 01:16:48.370]   use
[01:16:48.370 --> 01:16:48.920]   synthetic
[01:16:48.920 --> 01:16:49.350]   biology
[01:16:49.350 --> 01:16:49.470]   to
[01:16:49.470 --> 01:16:49.840]   create
[01:16:49.840 --> 01:16:50.220]   plants
[01:16:50.220 --> 01:16:50.470]   that
[01:16:50.470 --> 01:16:50.970]   actually
[01:16:50.970 --> 01:16:51.180]   glow
[01:16:51.180 --> 01:16:51.480]   kinda
[01:16:51.480 --> 01:16:51.720]   like
[01:16:51.720 --> 01:16:51.840]   an
[01:16:51.840 --> 01:16:52.270]   avatar
[01:16:52.270 --> 01:16:52.390]  .
[01:16:52.390 --> 01:16:52.630]   Yeah
[01:16:52.630 --> 01:16:52.870]   yeah
[01:16:52.870 --> 01:16:53.500]  .
[01:16:53.500 --> 01:16:53.690]   So
[01:16:53.690 --> 01:16:53.720]   they
[01:16:53.720 --> 01:16:54.030]   raised
[01:16:54.030 --> 01:16:54.330]   like
[01:16:54.330 --> 01:16:54.450]   they
[01:16:54.450 --> 01:16:54.610]  're
[01:16:54.610 --> 01:16:54.930]   trying
[01:16:54.930 --> 01:16:55.060]   to
[01:16:55.060 --> 01:16:55.310]   raise
[01:16:55.310 --> 01:16:55.610]   thirty
[01:16:55.610 --> 01:16:56.060]   thousand
[01:16:56.060 --> 01:16:56.240]   they
[01:16:56.240 --> 01:16:56.560]   raised
[01:16:56.560 --> 01:16:56.840]   like
[01:16:58.080 --> 01:16:58.290]  
[01:16:58.290 --> 01:16:58.360]   four
[01:16:58.360 --> 01:16:58.850]   hundred
[01:16:58.850 --> 01:16:59.400]   thousand
[01:16:59.400 --> 01:16:59.690]   or
[01:16:59.690 --> 01:16:59.760]   fi
[01:16:59.760 --> 01:16:59.830]   uh
[01:16:59.830 --> 01:17:00.240]   almost
[01:17:00.240 --> 01:17:00.590]   half
[01:17:00.590 --> 01:17:00.600]   a
[01:17:00.600 --> 01:17:01.110]   million
[01:17:01.110 --> 01:17:01.580]   dollars
[01:17:01.580 --> 01:17:01.970]  .
[01:17:01.970 --> 01:17:02.000]   And
[01:17:02.000 --> 01:17:02.140]   uh
[01:17:02.140 --> 01:17:02.210]   I
[01:17:02.210 --> 01:17:02.760]   actually
[01:17:02.760 --> 01:17:03.260]   emailed
[01:17:03.260 --> 01:17:03.400]   Am
[01:17:03.400 --> 01:17:03.680]  ri
[01:17:03.680 --> 01:17:03.680]   uh
[01:17:03.680 --> 01:17:03.750]   J
[01:17:03.750 --> 01:17:03.960]  ory
[01:17:03.960 --> 01:17:04.170]   who
[01:17:04.170 --> 01:17:04.310]   we
[01:17:04.310 --> 01:17:05.090]   interviewed
[01:17:05.090 --> 01:17:05.300]  .
[01:17:05.300 --> 01:17:05.440]   He
[01:17:05.440 --> 01:17:05.580]  's
[01:17:05.580 --> 01:17:05.790]   the
[01:17:05.790 --> 01:17:05.930]   uh
[01:17:05.930 --> 01:17:06.130]   CEO
[01:17:06.130 --> 01:17:06.280]   of
[01:17:06.280 --> 01:17:06.700]   Gen
[01:17:06.700 --> 01:17:06.750]  ome
[01:17:06.750 --> 01:17:06.980]   Comp
[01:17:06.980 --> 01:17:07.260]  iler
[01:17:07.260 --> 01:17:07.470]   and
[01:17:07.470 --> 01:17:07.540]   I
[01:17:07.540 --> 01:17:07.910]   said
[01:17:07.910 --> 01:17:08.030]   hey
[01:17:08.030 --> 01:17:08.170]   is
[01:17:08.170 --> 01:17:08.520]   there
[01:17:08.520 --> 01:17:08.730]   any
[01:17:08.730 --> 01:17:08.940]   way
[01:17:08.940 --> 01:17:09.220]   that
[01:17:09.220 --> 01:17:09.290]   I
[01:17:09.290 --> 01:17:09.500]   can
[01:17:09.500 --> 01:17:09.850]   still
[01:17:09.850 --> 01:17:10.060]   buy
[01:17:10.060 --> 01:17:10.270]   one
[01:17:10.270 --> 01:17:10.410]   of
[01:17:10.410 --> 01:17:10.970]   these
[01:17:10.970 --> 01:17:10.980]  ?
[01:17:10.980 --> 01:17:11.110]   Is
[01:17:11.110 --> 01:17:11.460]   there
[01:17:11.460 --> 01:17:11.670]   any
[01:17:11.670 --> 01:17:11.810]   wa
[01:17:11.810 --> 01:17:11.880]   I
[01:17:11.880 --> 01:17:12.160]   mean
[01:17:12.160 --> 01:17:12.230]   I
[01:17:12.230 --> 01:17:12.370]  'm
[01:17:12.370 --> 01:17:12.440]   I
[01:17:12.440 --> 01:17:12.720]   know
[01:17:12.720 --> 01:17:12.790]   I
[01:17:12.790 --> 01:17:13.310]   missed
[01:17:13.310 --> 01:17:13.420]   the
[01:17:13.420 --> 01:17:13.630]   the
[01:17:13.630 --> 01:17:13.900]   fund
[01:17:13.900 --> 01:17:13.980]  -
[01:17:13.980 --> 01:17:14.120]  raising
[01:17:14.120 --> 01:17:14.750]   a
[01:17:14.750 --> 01:17:14.820]   long
[01:17:14.820 --> 01:17:15.100]   time
[01:17:15.100 --> 01:17:15.310]   ago
[01:17:15.310 --> 01:17:15.520]   but
[01:17:15.520 --> 01:17:15.750]   let
[01:17:15.750 --> 01:17:15.870]   me
[01:17:15.870 --> 01:17:16.140]   know
[01:17:16.140 --> 01:17:16.290]   if
[01:17:16.290 --> 01:17:16.640]   there
[01:17:16.640 --> 01:17:16.780]  's
[01:17:16.780 --> 01:17:16.990]   any
[01:17:16.990 --> 01:17:17.200]   way
[01:17:17.200 --> 01:17:17.480]   that
[01:17:17.480 --> 01:17:17.550]   I
[01:17:17.550 --> 01:17:17.760]   can
[01:17:17.760 --> 01:17:18.320]   uh
[01:17:18.320 --> 01:17:18.320]   you
[01:17:18.320 --> 01:17:18.480]   know
[01:17:18.480 --> 01:17:18.640]   what
[01:17:18.640 --> 01:17:18.680]   '
[01:17:18.680 --> 01:17:18.880]  cause
[01:17:18.880 --> 01:17:19.110]   I
[01:17:19.110 --> 01:17:19.120]   wanna
[01:17:19.120 --> 01:17:19.240]   buy
[01:17:19.240 --> 01:17:19.360]   one
[01:17:19.360 --> 01:17:19.480]   for
[01:17:19.480 --> 01:17:19.560]   my
[01:17:19.560 --> 01:17:19.740]   son
[01:17:19.740 --> 01:17:19.800]   for
[01:17:19.800 --> 01:17:20.170]   Christmas
[01:17:20.170 --> 01:17:20.250]   or
[01:17:20.250 --> 01:17:20.580]   whatever
[01:17:20.580 --> 01:17:20.700]  .
[01:17:20.700 --> 01:17:20.780]   So
[01:17:20.780 --> 01:17:20.860]   we
[01:17:20.860 --> 01:17:20.980]  'll
[01:17:20.980 --> 01:17:21.100]   see
[01:17:21.100 --> 01:17:21.180]   if
[01:17:21.180 --> 01:17:21.260]   he
[01:17:21.260 --> 01:17:21.460]   maybe
[01:17:21.460 --> 01:17:21.620]   gets
[01:17:21.620 --> 01:17:21.860]   back
[01:17:21.860 --> 01:17:21.900]   to
[01:17:21.900 --> 01:17:21.940]   me
[01:17:21.940 --> 01:17:22.060]  .
[01:17:22.060 --> 01:17:22.100]   I
[01:17:22.100 --> 01:17:22.260]   said
[01:17:22.260 --> 01:17:22.540]   anyway
[01:17:22.540 --> 01:17:22.600]   if
[01:17:22.600 --> 01:17:22.700]   you
[01:17:22.700 --> 01:17:22.840]   if
[01:17:22.840 --> 01:17:22.900]   you
[01:17:22.900 --> 01:17:23.060]   know
[01:17:23.060 --> 01:17:23.300]   anyone
[01:17:23.300 --> 01:17:23.410]   to
[01:17:23.410 --> 01:17:23.420]   f
[01:17:23.420 --> 01:17:23.660]   please
[01:17:23.660 --> 01:17:23.950]   forward
[01:17:23.950 --> 01:17:24.020]   if
[01:17:24.020 --> 01:17:24.190]   th
[01:17:24.190 --> 01:17:24.260]   if
[01:17:24.260 --> 01:17:24.310]   you
[01:17:24.310 --> 01:17:24.470]   know
[01:17:24.470 --> 01:17:24.630]   what
[01:17:24.630 --> 01:17:24.730]  's
[01:17:24.730 --> 01:17:24.900]   might
[01:17:24.900 --> 01:17:25.080]   be
[01:17:25.080 --> 01:17:25.320]   possible
[01:17:25.320 --> 01:17:25.560]   please
[01:17:25.560 --> 01:17:25.850]   forward
[01:17:25.850 --> 01:17:25.980]   my
[01:17:25.980 --> 01:17:26.190]   email
[01:17:26.190 --> 01:17:26.840]  . [SPEAKER_TURN]
[01:17:26.840 --> 01:17:26.850]   Oh
[01:17:26.850 --> 01:17:26.880]   cool
[01:17:26.880 --> 01:17:26.970]  .
[01:17:26.970 --> 01:17:26.970]   I
[01:17:26.970 --> 01:17:27.010]   said
[01:17:27.010 --> 01:17:27.050]   anyway
[01:17:27.050 --> 01:17:27.060]   if
[01:17:27.060 --> 01:17:27.080]   you
[01:17:27.080 --> 01:17:27.090]   if
[01:17:27.090 --> 01:17:27.110]   you
[01:17:27.110 --> 01:17:27.140]   know
[01:17:27.140 --> 01:17:27.190]   anyone
[01:17:27.190 --> 01:17:27.200]   to
[01:17:27.200 --> 01:17:27.200]   f
[01:17:27.200 --> 01:17:27.250]   please
[01:17:27.250 --> 01:17:27.320]   forward
[01:17:27.320 --> 01:17:27.330]   if
[01:17:27.330 --> 01:17:27.340]   th
[01:17:27.340 --> 01:17:27.340]   if
[01:17:27.340 --> 01:17:27.360]   you
[01:17:27.360 --> 01:17:27.390]   know
[01:17:27.390 --> 01:17:27.420]   what
[01:17:27.420 --> 01:17:27.430]  's
[01:17:27.430 --> 01:17:27.470]   might
[01:17:27.470 --> 01:17:27.480]   be
[01:17:27.480 --> 01:17:27.550]   possible
[01:17:27.550 --> 01:17:27.600]   please
[01:17:27.600 --> 01:17:27.610]  ,
[01:17:27.610 --> 01:17:27.670]   forward
[01:17:27.670 --> 01:17:27.680]   my
[01:17:27.680 --> 01:17:27.720]   email
[01:17:27.720 --> 01:17:28.060]  . [SPEAKER_TURN]
[01:17:28.980 --> 01:17:28.240]   Uh
[01:17:28.240 --> 01:17:28.420]   he
[01:17:28.420 --> 01:17:28.600]  's
[01:17:28.600 --> 01:17:29.350]   involved
[01:17:29.350 --> 01:17:29.630]   but
[01:17:29.630 --> 01:17:29.810]   he
[01:17:29.810 --> 01:17:30.020]  's
[01:17:30.020 --> 01:17:30.270]   not
[01:17:30.270 --> 01:17:30.550]   the
[01:17:30.550 --> 01:17:31.210]   primary
[01:17:31.210 --> 01:17:31.770]   person
[01:17:31.770 --> 01:17:32.050]  .
[01:17:32.050 --> 01:17:32.140]   I
[01:17:32.140 --> 01:17:32.510]   mean
[01:17:32.510 --> 01:17:32.690]   he
[01:17:32.690 --> 01:17:32.780]   n
[01:17:32.780 --> 01:17:33.060]   you
[01:17:33.060 --> 01:17:33.430]   know
[01:17:33.430 --> 01:17:33.980]   yeah
[01:17:33.980 --> 01:17:34.010]  ,
[01:17:34.010 --> 01:17:34.160]   so
[01:17:34.160 --> 01:17:34.480]   um
[01:17:35.880 --> 01:17:35.970]  
[01:17:35.970 --> 01:17:36.050]   That
[01:17:36.050 --> 01:17:36.190]   was
[01:17:36.190 --> 01:17:36.290]   one
[01:17:36.290 --> 01:17:36.500]   thing
[01:17:36.500 --> 01:17:36.540]   I
[01:17:36.540 --> 01:17:36.680]   was
[01:17:36.680 --> 01:17:36.910]   saying
[01:17:36.910 --> 01:17:36.950]   '
[01:17:36.950 --> 01:17:37.160]  cause
[01:17:37.160 --> 01:17:37.240]  ,
[01:17:37.240 --> 01:17:37.290]   it
[01:17:37.290 --> 01:17:37.550]   '
[01:17:37.550 --> 01:17:37.570]  cause
[01:17:37.570 --> 01:17:37.820]   part
[01:17:37.820 --> 01:17:37.840]   of
[01:17:37.840 --> 01:17:37.940]   the
[01:17:37.940 --> 01:17:38.060]   kit
[01:17:38.060 --> 01:17:38.140]  ,
[01:17:38.140 --> 01:17:38.260]   you
[01:17:38.260 --> 01:17:38.380]   don
[01:17:38.380 --> 01:17:38.550]  't
[01:17:38.550 --> 01:17:38.580]   get
[01:17:38.580 --> 01:17:38.700]   the
[01:17:38.700 --> 01:17:38.940]   plant
[01:17:38.940 --> 01:17:38.990]  ,
[01:17:38.990 --> 01:17:39.130]   but
[01:17:39.130 --> 01:17:39.190]   if
[01:17:39.190 --> 01:17:39.310]   you
[01:17:39.310 --> 01:17:39.390]   if
[01:17:39.390 --> 01:17:39.500]   you
[01:17:39.500 --> 01:17:39.650]   buy
[01:17:39.650 --> 01:17:39.770]   one
[01:17:39.770 --> 01:17:39.830]   of
[01:17:39.830 --> 01:17:39.950]   the
[01:17:39.950 --> 01:17:40.120]   more
[01:17:40.120 --> 01:17:40.500]   expensive
[01:17:40.500 --> 01:17:40.670]   ones
[01:17:40.670 --> 01:17:40.750]  ,
[01:17:40.750 --> 01:17:40.860]   you
[01:17:40.860 --> 01:17:40.930]   can
[01:17:40.930 --> 01:17:41.450]   actually
[01:17:41.450 --> 01:17:41.480]   get
[01:17:41.480 --> 01:17:41.570]   the
[01:17:41.570 --> 01:17:41.740]   home
[01:17:41.740 --> 01:17:41.950]   maker
[01:17:41.950 --> 01:17:41.990]   '
[01:17:41.990 --> 01:17:42.200]  cause
[01:17:42.200 --> 01:17:42.320]   you
[01:17:42.320 --> 01:17:42.470]   can
[01:17:42.470 --> 01:17:42.770]   actually
[01:17:42.770 --> 01:17:42.860]   do
[01:17:42.860 --> 01:17:43.000]   the
[01:17:43.000 --> 01:17:43.360]   synthetic
[01:17:43.360 --> 01:17:43.650]   biology
[01:17:43.650 --> 01:17:43.990]   yourself
[01:17:43.990 --> 01:17:44.780]  . [SPEAKER_TURN]
[01:17:44.780 --> 01:17:44.920]   Oh
[01:17:44.920 --> 01:17:45.000]   wow
[01:17:45.000 --> 01:17:45.520]  . [SPEAKER_TURN]
[01:17:45.540 --> 01:17:45.680]  
[01:17:45.680 --> 01:17:45.820]   Which
[01:17:45.820 --> 01:17:45.870]  ,
[01:17:45.870 --> 01:17:45.910]   I
[01:17:45.910 --> 01:17:46.320]   thought
[01:17:46.320 --> 01:17:46.430]   like
[01:17:46.430 --> 01:17:46.620]   cool
[01:17:46.620 --> 01:17:46.710]  ,
[01:17:46.710 --> 01:17:46.830]   it
[01:17:46.830 --> 01:17:47.040]   would
[01:17:47.040 --> 01:17:47.290]   be
[01:17:47.290 --> 01:17:47.320]   kind
[01:17:47.320 --> 01:17:47.410]   of
[01:17:47.410 --> 01:17:47.600]   cool
[01:17:47.600 --> 01:17:47.740]   And
[01:17:47.740 --> 01:17:47.880]  .
[01:17:47.880 --> 01:17:47.970]   by
[01:17:47.970 --> 01:17:48.100]   the
[01:17:48.100 --> 01:17:48.250]   way
[01:17:48.250 --> 01:17:48.390]   you
[01:17:48.390 --> 01:17:48.480]  ,
[01:17:48.480 --> 01:17:48.670]   know
[01:17:48.670 --> 01:17:48.710]   I
[01:17:48.710 --> 01:17:48.800]  ,
[01:17:48.800 --> 01:17:48.840]   d
[01:17:48.840 --> 01:17:48.880]   I
[01:17:48.880 --> 01:17:48.950]   d
[01:17:48.950 --> 01:17:49.160]   asked
[01:17:49.160 --> 01:17:49.390]   Sandy
[01:17:49.390 --> 01:17:49.640]   about
[01:17:49.640 --> 01:17:49.780]   the
[01:17:49.780 --> 01:17:50.230]   chemistry
[01:17:50.230 --> 01:17:50.350]   set
[01:17:50.350 --> 01:17:50.450]  ,
[01:17:50.450 --> 01:17:50.580]   and
[01:17:50.580 --> 01:17:50.720]   she
[01:17:50.720 --> 01:17:50.910]   kind
[01:17:50.910 --> 01:17:51.000]   of
[01:17:51.000 --> 01:17:51.180]   gave
[01:17:51.180 --> 01:17:51.280]   me
[01:17:51.280 --> 01:17:51.710]   this
[01:17:51.710 --> 01:17:51.780]   whole
[01:17:51.780 --> 01:17:51.900]   like
[01:17:51.900 --> 01:17:52.040]   she
[01:17:52.040 --> 01:17:52.390]   just
[01:17:52.390 --> 01:17:52.420]   didn
[01:17:52.420 --> 01:17:52.510]  't
[01:17:52.510 --> 01:17:52.650]   get
[01:17:52.650 --> 01:17:52.790]   it
[01:17:52.790 --> 01:17:52.880]   but
[01:17:52.880 --> 01:17:53.010]  ,
[01:17:53.010 --> 01:17:53.150]   also
[01:17:53.150 --> 01:17:53.350]   when
[01:17:53.350 --> 01:17:53.390]   I
[01:17:53.390 --> 01:17:53.720]   started
[01:17:53.720 --> 01:17:53.760]   f
[01:17:53.760 --> 01:17:54.090]   talking
[01:17:54.090 --> 01:17:54.330]   about
[01:17:54.330 --> 01:17:54.860]   electronics
[01:17:54.860 --> 01:17:55.000]   she
[01:17:55.000 --> 01:17:55.090]  's
[01:17:55.090 --> 01:17:55.280]   like
[01:17:55.280 --> 01:17:55.320]   I
[01:17:55.320 --> 01:17:55.510]   just
[01:17:55.510 --> 01:17:55.650]   don
[01:17:55.650 --> 01:17:55.730]  't
[01:17:55.730 --> 01:17:55.880]   get
[01:17:55.880 --> 01:17:55.990]   it
[01:17:55.990 --> 01:17:56.010]   I
[01:17:56.010 --> 01:17:56.150]  .
[01:17:56.150 --> 01:17:56.290]   don
[01:17:56.290 --> 01:17:56.380]  't
[01:17:56.380 --> 01:17:56.620]   think
[01:17:56.620 --> 01:17:56.810]   that
[01:17:56.810 --> 01:17:56.900]  's
[01:17:56.900 --> 01:17:57.090]   cool
[01:17:57.090 --> 01:17:57.230]  .
[01:17:57.230 --> 01:17:57.330]   I
[01:17:57.330 --> 01:17:57.390]  'm
[01:17:57.390 --> 01:17:57.550]   just
[01:17:57.550 --> 01:17:57.730]   like
[01:17:57.730 --> 01:17:57.930]   what
[01:17:57.930 --> 01:17:58.060]   are
[01:17:58.060 --> 01:17:58.330]   you
[01:17:58.330 --> 01:17:58.540]   talking
[01:17:58.540 --> 01:17:58.780]   about
[01:17:58.780 --> 01:17:58.950]  ?
[01:17:58.950 --> 01:17:59.060]   And
[01:17:59.060 --> 01:17:59.340]   then
[01:17:59.340 --> 01:17:59.590]   of
[01:17:59.590 --> 01:17:59.630]   course
[01:17:59.630 --> 01:17:59.860]   Kobe
[01:17:59.860 --> 01:18:00.060]   loved
[01:18:00.060 --> 01:18:00.390]   that
[01:18:00.390 --> 01:18:00.410]   too
[01:18:00.410 --> 01:18:00.480]  ,
[01:18:00.480 --> 01:18:00.620]   and
[01:18:00.620 --> 01:18:00.760]   and
[01:18:00.760 --> 01:18:01.040]   so
[01:18:01.040 --> 01:18:01.280]   yesterday
[01:18:01.280 --> 01:18:01.320]   I
[01:18:01.320 --> 01:18:01.650]   brought
[01:18:01.650 --> 01:18:01.760]   in
[01:18:01.760 --> 01:18:01.830]  ,
[01:18:01.830 --> 01:18:01.870]   I
[01:18:01.870 --> 01:18:02.010]   was
[01:18:02.010 --> 01:18:02.200]   like
[01:18:02.200 --> 01:18:02.290]   oh
[01:18:02.290 --> 01:18:02.510]   what
[01:18:02.510 --> 01:18:02.570]   do
[01:18:02.570 --> 01:18:02.770]   you
[01:18:02.770 --> 01:18:02.950]   think
[01:18:02.950 --> 01:18:03.040]   of
[01:18:03.040 --> 01:18:03.470]   chemistry
[01:18:03.470 --> 01:18:03.610]  ?
[01:18:03.610 --> 01:18:03.750]   You
[01:18:03.750 --> 01:18:03.960]   know
[01:18:03.960 --> 01:18:04.140]   much
[01:18:04.140 --> 01:18:04.390]   about
[01:18:04.390 --> 01:18:04.460]   it
[01:18:04.460 --> 01:18:04.600]  ?
[01:18:04.600 --> 01:18:04.740]   And
[01:18:04.740 --> 01:18:04.830]   he
[01:18:04.830 --> 01:18:04.930]  's
[01:18:04.930 --> 01:18:05.290]   like
[01:18:05.290 --> 01:18:05.300]   what
[01:18:05.300 --> 01:18:05.390]   do
[01:18:05.390 --> 01:18:05.530]   you
[01:18:05.530 --> 01:18:05.720]   mean
[01:18:05.720 --> 01:18:05.860]  ?
[01:18:05.860 --> 01:18:06.000]   And
[01:18:06.000 --> 01:18:06.040]   I
[01:18:06.040 --> 01:18:06.130]  'm
[01:18:06.130 --> 01:18:06.360]   like
[01:18:06.360 --> 01:18:06.460]   you
[01:18:06.460 --> 01:18:06.650]   know
[01:18:06.650 --> 01:18:06.790]   you
[01:18:06.790 --> 01:18:07.010]   have
[01:18:07.010 --> 01:18:07.420]   chemicals
[01:18:07.420 --> 01:18:07.560]   you
[01:18:07.560 --> 01:18:07.690]   mix
[01:18:07.690 --> 01:18:07.730]   '
[01:18:07.730 --> 01:18:07.840]  em
[01:18:07.840 --> 01:18:08.240]   together
[01:18:08.240 --> 01:18:08.340]   and
[01:18:08.340 --> 01:18:08.530]   make
[01:18:08.530 --> 01:18:08.700]   all
[01:18:08.700 --> 01:18:08.860]   kind
[01:18:08.860 --> 01:18:08.950]   of
[01:18:08.950 --> 01:18:09.380]   chemicals
[01:18:09.380 --> 01:18:09.470]  ,
[01:18:09.470 --> 01:18:09.610]   and
[01:18:09.610 --> 01:18:09.710]   do
[01:18:09.710 --> 01:18:10.030]   stuff
[01:18:10.030 --> 01:18:10.150]   like
[01:18:10.150 --> 01:18:10.330]   yeah
[01:18:10.330 --> 01:18:10.520]   that
[01:18:10.520 --> 01:18:10.800]   sounds
[01:18:10.800 --> 01:18:10.990]   cool
[01:18:10.990 --> 01:18:11.080]  ,
[01:18:11.080 --> 01:18:11.120]   I
[01:18:11.120 --> 01:18:11.350]   wanna
[01:18:11.350 --> 01:18:11.450]   do
[01:18:11.450 --> 01:18:11.640]   that
[01:18:11.640 --> 01:18:11.820]  .
[01:18:11.820 --> 01:18:11.870]   So
[01:18:11.870 --> 01:18:11.910]   I
[01:18:11.910 --> 01:18:12.000]  'm
[01:18:12.000 --> 01:18:12.180]   like
[01:18:12.180 --> 01:18:12.380]   yeah
[01:18:12.380 --> 01:18:12.660]   she
[01:18:12.660 --> 01:18:12.760]   doesn
[01:18:12.760 --> 01:18:12.860]  't
[01:18:12.860 --> 01:18:13.040]   know
[01:18:13.040 --> 01:18:13.130]   he
[01:18:13.130 --> 01:18:13.220]  's
[01:18:13.220 --> 01:18:13.560]  ,
[01:18:13.560 --> 01:18:13.710]   talking
[01:18:13.710 --> 01:18:13.890]   about
[01:18:13.890 --> 01:18:13.920]   I
[01:18:13.920 --> 01:18:14.060]  .
[01:18:14.060 --> 01:18:14.260]   just
[01:18:14.260 --> 01:18:14.450]   into
[01:18:14.450 --> 01:18:15.540]   you
[01:18:15.540 --> 01:18:15.540]  
[01:18:15.540 --> 01:18:15.710]   Sad
[01:18:15.710 --> 01:18:15.790]  ie
[01:18:15.790 --> 01:18:15.890]   is
[01:18:15.890 --> 01:18:16.190]   pretty
[01:18:16.190 --> 01:18:16.650]   technical
[01:18:16.650 --> 01:18:16.850]   when
[01:18:16.850 --> 01:18:16.950]   it
[01:18:16.950 --> 01:18:17.200]   comes
[01:18:17.200 --> 01:18:17.300]   to
[01:18:17.300 --> 01:18:17.500]   that
[01:18:17.500 --> 01:18:17.700]  .
[01:18:17.700 --> 01:18:17.880]   She
[01:18:17.880 --> 01:18:18.180]   likes
[01:18:18.180 --> 01:18:18.600]   gadgets
[01:18:18.600 --> 01:18:18.660]   a
[01:18:18.660 --> 01:18:18.840]   lot
[01:18:18.840 --> 01:18:19.020]   and
[01:18:19.020 --> 01:18:19.260]   she
[01:18:19.260 --> 01:18:19.320]  's
[01:18:19.320 --> 01:18:19.670]   pretty
[01:18:19.670 --> 01:18:19.740]   s
[01:18:19.740 --> 01:18:19.920]   she
[01:18:19.920 --> 01:18:20.040]  's
[01:18:20.040 --> 01:18:20.280]   like
[01:18:20.280 --> 01:18:20.390]   a
[01:18:20.390 --> 01:18:20.640]   power
[01:18:20.640 --> 01:18:20.760]   on
[01:18:20.760 --> 01:18:20.950]   the
[01:18:20.950 --> 01:18:21.430]   computer
[01:18:21.430 --> 01:18:21.610]  .
[01:18:21.610 --> 01:18:21.790]   She
[01:18:21.790 --> 01:18:21.910]  's
[01:18:21.910 --> 01:18:22.150]   like
[01:18:22.150 --> 01:18:22.210]   a
[01:18:22.210 --> 01:18:22.510]   power
[01:18:22.510 --> 01:18:22.930]   user
[01:18:22.930 --> 01:18:22.930]   and
[01:18:22.930 --> 01:18:23.250]   she
[01:18:23.250 --> 01:18:23.410]   likes
[01:18:23.410 --> 01:18:23.590]   sci
[01:18:23.590 --> 01:18:23.650]  -
[01:18:23.650 --> 01:18:23.770]  fi
[01:18:23.770 --> 01:18:24.010]   okay
[01:18:24.010 --> 01:18:24.160]  ,
[01:18:24.160 --> 01:18:24.310]   but
[01:18:24.310 --> 01:18:24.610]   there
